,kGraph,SPF,kShape,kMeans,Time2Feat,DTC,Reservoir,Affinity,Agglomerative,BIRCH,DBSCAN,Gauss.-Mixt.,HDBSCAN,MeanShift,MB-KMeans,OPTICS,Spectral,Ward,Train Size,Test Size,Length,No. of Classes,Type
ItalyPowerDemand,-0.00021858711356808483,0.2514842479828177,0.29311281832973135,0.0005345216490047686,0.0415535096383924,0.13055799003950572,0.0424096719704965,0.3881695600717356,-4.7583331444296725e-06,-0.0005723631435639,0.0,0.0043628842037504,0.0055151598406875,0.0,0.0016757068258694,0.0,-0.0007204716468222,-0.0005723631435639,67,1029,24,2,SENSOR
Yoga,0.0004724285431580486,-0.0001139576175474,-0.00015047058950969064,0.000552693746046374,0.2165426934128365,0.005322823750001533,0.0261273488644365,0.140585500422929,0.001903726291203,0.0027868893394179,0.0,0.0001374406228984,0.1217399007541835,0.0,0.0001183096397077,0.0007594137008244,0.0003915033687056,1.5020057428813446e-05,300,3000,426,2,IMAGE
Trace,0.9794125496729649,0.931031782662172,0.6129108608280399,0.5307792568300601,0.7761592081595413,0.46421006571252293,0.0,0.4246285768945133,0.6450811337375157,0.4943005525060264,0.0,0.4992198625079733,0.6642135283576877,0.0,0.5260418993379212,0.7104353402348209,0.4940893994408128,0.4972839782542774,100,100,275,4,SENSOR
PigAirwayPressure,0.2517512197110587,0.1933092685300179,0.106816719733723,0.033603262065743766,0.05331510182643938,-0.052893079899361296,0.0,0.1030606675846536,0.1401891720525665,0.0850561141930802,0.0,0.0828107284195795,0.0030407578639297,0.0,0.0841233565097611,0.0495245379140181,0.0861464266326105,0.0891375832755877,104,208,2000,52,HEMODYNAMICS
Mallat,0.9162000868323974,0.8675823506633847,0.8652608255332381,0.8987440987301472,0.8205693849960726,0.8314708757918313,0.0,0.1617281369932087,0.634769379547367,0.919803325520201,0.0,0.9234893383645744,0.290561469470394,0.0,0.8817654707429151,0.4454622425177714,0.8715875787679128,0.8968607923951754,55,2345,1024,8,SIMULATED
GunPointOldVersusYoung,0.0034585159660967305,0.0034207623069824,0.11255577901962963,0.22684764270760233,0.5162670290767108,0.22445884117974055,0.0,0.4901543484018997,0.3427709581558299,0.3427709581558299,0.0,0.3427709581558299,0.2641630028196857,0.0,0.3427709581558299,0.5486015431820402,0.174374186971827,0.3427709581558299,135,316,150,2,MOTION
MiddlePhalanxTW,0.39128584458401244,0.3440370494695452,0.4215379845009216,0.41233928278161863,0.3926367769989451,0.16449755662517218,0.2511725908229312,0.3362592324854895,0.0029115127929365,0.4320325788011951,0.0,0.4181439254397809,0.0322934625221532,0.5495655421813431,0.4229138754760809,0.5306581631141423,0.401196404704398,0.4481045695143045,399,154,80,6,IMAGE
Meat,0.6888466505181595,0.6713224996256558,0.5447434584446544,0.6601707099982839,0.555223628627908,0.01942801176608179,0.0,0.4545616604998227,0.0002481162157017,0.6433641496375536,0.0,0.4911661471986754,-0.0041874087446033,0.0,0.4791578474842672,0.4393326367105731,0.6355934425858497,0.6433641496375536,60,60,448,3,SPECTRO
Herring,0.03231675619714277,0.0083164694170455,0.00384714017925285,0.002028306385516771,0.010901566317539423,-0.008295856890366462,0.0,-0.0088104797184271,-0.003654661925841,-0.0040952801389961,0.0,-0.0018267023555311,0.0237362009894043,0.0,0.0015292213676896,0.0,-0.0055004248671805,-0.0052159645121733,64,64,512,2,IMAGE
MiddlePhalanxOutlineCorrect,0.004553384516362819,0.0034020867420038,4.775690998818603e-05,-0.00010092397524514919,0.006081904723572842,0.0008461910436247166,0.002398616728423,0.0875700388645257,-0.0006301991127603,0.0075160017794339,0.0,0.0060764082480748,-0.0012343246937277,0.0,-0.0008045724688376,0.0,0.0051983786033335,0.0121060313272275,600,291,80,2,IMAGE
InsectEPGRegularTrain,0.42225096875900603,0.3936757400926108,0.23912346526237652,0.21121646659833826,0.4481098076648875,0.1388652185210106,0.8076019660296221,0.8913845327469542,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.8649008112808658,1.0,1.0,62,249,601,3,EPG
FordA,0.03342707519074044,0.0004932466673153,0.1001997287787669,-4.985400115105039e-05,0.015274029322883843,0.013666805191632594,0.0024435554867583,0.0060599830610252,-1.539716084534921e-05,-0.0001332767158335,0.0,0.1386245720162124,0.0083660188945711,0.0,-0.0001257723942539,0.0,0.0008591486334904,0.0005010074113661,3601,1320,500,2,SENSOR
SwedishLeaf,0.6091732743996701,0.5470948560089112,0.5406644195061906,0.5160966222309314,0.23585705040912502,0.43485883800913405,0.1339803285471584,0.5457111654239446,0.004971625775464,0.6221070277071825,0.0,0.5309645201812871,0.1522561669840724,0.0,0.5697280141452288,0.0,0.6322110407148299,0.593169968922694,500,625,128,15,IMAGE
InlineSkate,0.04942255751066153,0.0541805792871768,0.09547767007398018,0.03400516417638968,0.06617098954984582,0.026203709869699304,0.0138982955222963,0.1042345467501585,0.0097734585929871,0.0556101088079415,0.0,0.0488580116599497,0.0411507024846497,0.0,0.0592586602398178,0.0,0.0454064173521292,0.0648425916356948,100,550,1882,7,MOTION
UMD,0.4669771509949549,0.1902520009113726,0.19475523412129464,0.18848162714670685,0.3792154966785665,0.1522463925085972,0.1999874466176109,0.2768198739097782,0.1954709334205007,0.1958742326790395,0.0,0.1712780356607469,0.0116699097541004,0.0,0.2002597841989525,0.0,0.2030726521701007,0.1958742326790395,36,144,150,3,SIMULATED
CricketY,0.29391482705614774,0.3280205939496537,0.365157980034469,0.2582458532422082,0.12230501353776173,0.1901247460541556,0.0785779432470895,0.26430638529266,0.0026501683462175,0.2840437458482416,0.0,0.2711476074951186,0.0413090475435291,0.0,0.2516893514418514,0.0,0.2847019898882411,0.3013483059005106,390,390,300,12,MOTION
